customer_id,gender,is_senior_citizen,partner,dependents,phone_service,phone_service_a,internet_service,internet_service_a,contract_type,contract_type_a,payment_type,monthly_charges,total_charges,churn,is_female,has_churned,has_phone,has_internet,has_phone_has_internet,partner_dependents,tenure,start_date,avg_monthly_charges
2599-CZABP,Male,0,Yes,No,1,One Line,1,DSL,1,1 Year,Electronic check,44.6,641.25,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,14,20200530,44.6
2603-HVKCG,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,101.4,3143.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,31,20190111,101.4
2604-IJPDU,Female,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,96.55,1901.65,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,20,20191220,96.55
2604-XVDAM,Female,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Bank transfer (automatic),43.8,540.95,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,12,20200731,43.8
2606-PKWJB,Male,0,No,Yes,0,No Phone Service,1,DSL,1,1 Year,Mailed check,40.25,1564.05,No,FALSE,FALSE,FALSE,TRUE,FALSE,2,39,20180517,40.25
2606-RMDHZ,Male,0,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Credit card (automatic),30.5,208.7,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,0,7,20210114,30.5
2607-DHDAK,Male,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Credit card (automatic),19.8,1414.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,71,20150829,19.8
2607-FBDFF,Male,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Credit card (automatic),49,49,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,1,20210711,49
2608-BHKFN,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),70.05,266.9,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,4,20210417,70.05
2609-IAICY,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,77.15,77.15,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,20210711,77.15
2612-PHGOX,Male,0,Yes,No,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),76.1,4818.8,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,63,20160502,76.1
2612-RANWT,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),100.15,1164.3,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,12,20200822,100.15
2612-RRIDN,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,81,340.85,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,4,20210405,81
2615-YVMYX,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,107.5,7713.55,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,72,20150820,107.5
2616-FLVQC,Male,0,No,No,1,One Line,0,No Internet Service,2,2 Year,Mailed check,19.55,1240.15,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,63,20160429,19.55
2616-UUTFK,Male,0,Yes,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Bank transfer (automatic),72.75,2447.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,34,20181022,72.75
2619-WFQWU,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,70.15,70.15,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,20210711,70.15
2621-UDNLU,Female,0,Yes,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.85,72,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,3,20210427,20.85
2623-DRYAM,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Electronic check,101.75,7069.3,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,69,20151028,101.75
2625-TRCZQ,Female,0,Yes,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,49.65,2553.35,No,TRUE,FALSE,FALSE,TRUE,FALSE,1,51,20170429,49.65
2626-URJFX,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,0,Month-to-Month,Electronic check,50.9,225.6,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,3,4,20210329,50.9
2626-VEEWG,Male,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Credit card (automatic),19.4,1284.2,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,66,20160205,19.4
2632-IVXVF,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),111.75,7511.3,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,67,20160105,111.75
2632-TACXW,Female,0,Yes,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Bank transfer (automatic),23.65,1416.75,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,60,20160814,23.65
2632-UCGVD,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),100.05,6871.9,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,69,20151121,100.05
2634-HCZGT,Male,1,Yes,No,2,Two or More Lines,1,DSL,1,1 Year,Electronic check,60.05,3229.65,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,54,20170217,60.05
2636-ALXXZ,Female,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,69.6,69.6,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,20210711,69.6
2636-OHFMN,Male,0,Yes,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,48.55,201,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,1,4,20210407,48.55
2636-SJDOU,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Credit card (automatic),84.3,5289.05,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,63,20160520,84.3
2637-FKFSY,Female,0,Yes,No,1,One Line,1,DSL,0,Month-to-Month,Mailed check,46.1,130.15,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,3,20210517,46.1
2639-UGMAZ,Male,1,No,No,0,No Phone Service,1,DSL,1,1 Year,Electronic check,56.45,3985.35,No,FALSE,FALSE,FALSE,FALSE,FALSE,0,71,20150924,56.45
2640-LYMOV,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,19.65,38.8,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,2,20210611,19.65
2640-PMGFL,Male,0,No,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,79.5,2180.55,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,2,27,20190429,79.5
2642-DTVCO,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,85.05,746.5,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,0,9,20201117,85.05
2642-MAWLJ,Female,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Bank transfer (automatic),20.25,717.95,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,35,20180828,20.25
2645-QTLMB,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,94.25,669,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,7,20210107,94.25
2649-HWLYB,Male,0,Yes,No,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),76.15,4929.55,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,65,20160320,76.15
2650-GYRYL,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1 Year,Bank transfer (automatic),19.45,600.25,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,31,20190115,19.45
2651-ZCBXV,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),108,5760.65,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,53,20170302,108
2654-VBVPB,Female,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Bank transfer (automatic),19.9,19.9,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,1,20210711,19.9
2656-FMOKZ,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Mailed check,74.45,1145.7,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,15,20200429,74.45
2656-TABEH,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,100.2,420.2,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,4,20210405,100.2
2657-ALMWY,Female,1,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,84.95,2169.75,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1,26,20190626,84.95
2657-VPXTA,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,88.85,929.45,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,10,20200926,88.85
2659-VXMWZ,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,1,1 Year,Electronic check,111.3,7482.1,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3,67,20160105,111.3
2660-EMUBI,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,95.35,898.35,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,9,20201028,95.35
2661-GKBTK,Male,0,Yes,Yes,1,One Line,1,DSL,2,2 Year,Bank transfer (automatic),76.95,4543.95,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,59,20160909,76.95
2662-NNTDK,Male,0,No,No,2,Two or More Lines,0,No Internet Service,1,1 Year,Credit card (automatic),24.8,1600.95,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,65,20160326,24.8
2664-XJZNO,Male,0,Yes,Yes,1,One Line,2,Fiber Optic,2,2 Year,Credit card (automatic),104.9,7559.55,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,72,20150811,104.9
2665-NPTGL,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),98.1,2510.7,No,TRUE,FALSE,TRUE,FALSE,FALSE,1,26,20190624,98.1
2667-WYLWJ,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,1 Year,Mailed check,19.75,145,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,3,7,20201230,19.75
2668-TZSPS,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.45,20.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,1,20210711,20.45
2669-OIDSD,Female,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),100.05,4834,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,48,20170802,100.05
2669-QVCRG,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),81.3,3190.65,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,39,20180505,81.3
2672-DZUOY,Male,0,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,25.15,25.15,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,0,1,20210711,25.15
2672-HUYVI,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,91.1,455.3,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,5,20210311,91.1
2672-OJQZP,Female,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Mailed check,44.75,44.75,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,1,20210711,44.75
2672-TGEFF,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,88.8,3340.55,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,38,20180623,88.8
2673-CXQEU,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Electronic check,110.5,6139.5,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,56,20161225,110.5
2673-ZALNP,Female,0,No,No,1,One Line,0,No Internet Service,1,1 Year,Mailed check,19.9,173.15,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,9,20201119,19.9
2674-MIAHT,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Mailed check,80.3,324.2,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,4,20210410,80.3
2674-MLXMN,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),99.65,6951.15,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,70,20151020,99.65
2675-DHUTR,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,98.9,5780.7,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,58,20160928,98.9
2675-IJRGJ,Male,0,No,No,1,One Line,0,No Internet Service,2,2 Year,Bank transfer (automatic),19.65,978,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,50,20170619,19.65
2675-OTVVJ,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,89.45,2807.65,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,31,20181230,89.45
2676-ISHSF,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.3,20.3,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,1,20210711,20.3
2676-OXPPQ,Male,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Bank transfer (automatic),55.7,335.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,6,20210208,55.7
2676-SSLTO,Male,0,No,No,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),66.15,3199,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,48,20170801,66.15
2680-XKKNJ,Female,0,No,No,1,One Line,1,DSL,1,1 Year,Bank transfer (automatic),58.2,469.25,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,8,20201208,58.2
2682-KEVRP,Female,1,No,No,1,One Line,0,No Internet Service,1,1 Year,Mailed check,20.05,417,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,21,20191117,20.05
2683-BPJSO,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,84.45,2467.1,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,29,20190306,84.45
2683-JXWQQ,Male,0,Yes,Yes,0,No Phone Service,1,DSL,0,Month-to-Month,Bank transfer (automatic),33.6,2117.2,No,FALSE,FALSE,FALSE,TRUE,FALSE,3,63,20160512,33.6
2684-EIWEO,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),91.7,2758.15,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,30,20190208,91.7
2685-SREOM,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,89.1,2368.4,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,3,27,20190525,89.1
2688-BHGOG,Male,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,79.55,718.55,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,9,20201109,79.55
2690-DVRVK,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1 Year,Electronic check,20.55,99.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,5,20210316,20.55
2691-NZETQ,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,85.35,758.6,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,9,20201113,85.35
2692-AQCPF,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Credit card (automatic),108.05,7118.9,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,66,20160214,108.05
2692-BUCFV,Male,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),101.45,2948.6,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,29,20190310,101.45
2692-PFYTJ,Female,0,No,No,2,Two or More Lines,0,No Internet Service,0,Month-to-Month,Mailed check,25.75,25.75,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,1,20210711,25.75
2694-CIUMO,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),79.55,958.25,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,12,20200809,79.55
2696-ECXKC,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,1,1 Year,Mailed check,100.9,5448.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,54,20170210,100.9
2696-NARTR,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,73.85,926.25,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,0,13,20200725,73.85
2696-RZVZW,Male,0,Yes,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Credit card (automatic),25.05,1629.2,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,65,20160311,25.05
2697-NQBPF,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,105.35,3540.65,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,34,20181023,105.35
2700-LUEVA,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Credit card (automatic),20.75,20.75,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,1,20210711,20.75
2703-AMTUL,Male,0,Yes,Yes,1,One Line,1,DSL,1,1 Year,Mailed check,53.65,1939.35,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,36,20180807,53.65
2706-QZIHY,Female,0,Yes,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Mailed check,25.2,387.9,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,15,20200429,25.2
2709-UQGNP,Male,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Mailed check,51.65,524.5,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,10,20201006,51.65
2710-WYVXG,Female,0,No,No,1,One Line,1,DSL,2,2 Year,Mailed check,71.1,213.35,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,3,20210511,71.1
2712-SYWAY,Female,0,No,No,2,Two or More Lines,0,No Internet Service,0,Month-to-Month,Electronic check,25.7,25.7,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,1,20210711,25.7
2716-GFZOR,Male,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),86.1,3551.65,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,41,20180305,86.1
2717-HVIZY,Female,0,No,Yes,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.05,163.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,2,8,20201205,20.05
2718-GAXQD,Female,1,Yes,Yes,1,One Line,1,DSL,0,Month-to-Month,Electronic check,46,181.6,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,3,4,20210412,46
2718-YSKCS,Male,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Bank transfer (automatic),19.6,1387.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,71,20150918,19.6
2719-BDAQO,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,93.85,1625.65,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,17,20200302,93.85
2720-FVBQP,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,0,Month-to-Month,Credit card (automatic),48.95,273.25,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,6,20210222,48.95
2720-WGKHP,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,94,181.7,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,2,20210613,94
2722-JMONI,Female,1,Yes,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,49.55,49.55,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,20210711,49.55
2722-VOJQL,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Credit card (automatic),105.65,6903.1,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,65,20160302,105.65
2724-FJDYW,Male,0,No,Yes,0,No Phone Service,1,DSL,1,1 Year,Bank transfer (automatic),54.85,2191.7,No,FALSE,FALSE,FALSE,TRUE,FALSE,2,40,20180413,54.85
2725-IWWBA,Male,0,Yes,Yes,1,One Line,1,DSL,1,1 Year,Mailed check,56.9,2560.1,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,45,20171111,56.9
2725-KXXWT,Male,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,90.75,90.75,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,20210711,90.75
2725-TTRIQ,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),84.2,5986.55,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,71,20150909,84.2
2729-VNVAP,Female,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Credit card (automatic),19.8,641.35,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,32,20181129,19.8
2731-GJRDG,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Bank transfer (automatic),109.55,3608,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,33,20181113,109.55
2732-ISEZX,Female,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.5,104.3,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,5,20210309,20.5
2737-WFVYW,Female,0,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,45.25,85.5,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,0,2,20210614,45.25
2737-YNGYW,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,80.55,184.1,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,2,20210602,80.55
2739-CACDQ,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),82.65,1470.05,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,18,20200216,82.65
2739-CCZMB,Male,0,No,Yes,1,One Line,0,No Internet Service,0,Month-to-Month,Credit card (automatic),20.35,122,No,FALSE,FALSE,TRUE,FALSE,FALSE,2,6,20210209,20.35
2740-JFBOK,Male,0,No,No,2,Two or More Lines,0,No Internet Service,0,Month-to-Month,Electronic check,24,226.55,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,9,20201027,24
2740-TVLFN,Male,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Electronic check,50.15,50.15,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,1,20210711,50.15
2746-DIJLO,Female,0,No,No,2,Two or More Lines,1,DSL,1,1 Year,Credit card (automatic),56.3,2364,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,42,20180210,56.3
2748-MYRVK,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Bank transfer (automatic),99.9,6137,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,0,61,20160629,99.9
2749-CTKAJ,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1 Year,Mailed check,20.15,419.9,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,21,20191116,20.15
2750-BJLSB,Female,0,No,No,1,One Line,2,Fiber Optic,1,1 Year,Electronic check,103.7,4730.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,46,20171023,103.7
2753-JMMCV,Male,0,No,No,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),74.2,4805.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,65,20160320,74.2
2754-SDJRD,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),100.15,908.55,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,9,20201108,100.15
2754-VDLTR,Male,0,No,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,95.2,930.4,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,2,10,20201017,95.2
2754-XBHTB,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),77.65,714.15,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,9,20201104,77.65
2758-RNWXS,Male,0,No,No,1,One Line,2,Fiber Optic,1,1 Year,Electronic check,89.2,3251.3,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,36,20180729,89.2
2761-OCIAX,Male,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,74.7,165.4,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,2,20210604,74.7
2761-XECQW,Male,1,Yes,No,0,No Phone Service,1,DSL,0,Month-to-Month,Mailed check,43.35,371.4,No,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,20201123,43.35
2770-NSVDG,Male,0,Yes,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,29.1,688,No,FALSE,FALSE,FALSE,TRUE,FALSE,1,24,20190822,29.1
2773-MADBQ,Female,0,No,No,0,No Phone Service,1,DSL,2,2 Year,Mailed check,53.1,1901.25,No,TRUE,FALSE,FALSE,TRUE,FALSE,0,36,20180817,53.1
2773-OVBPK,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Bank transfer (automatic),111.3,7567.2,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,68,20151212,111.3
2774-LVQUS,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,83.05,1258.3,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1,15,20200507,83.05
2775-SEFEE,Male,0,No,Yes,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),61.9,,No,FALSE,FALSE,TRUE,TRUE,TRUE,2,0,20210811,#DIV/0!
2777-PHDEI,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,78.05,78.05,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,20210711,78.05
2778-OCLGR,Male,1,Yes,No,0,No Phone Service,1,DSL,0,Month-to-Month,Bank transfer (automatic),39.1,971.3,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,1,25,20190717,39.1
2782-JEEBU,Male,0,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Mailed check,36,780.15,No,FALSE,FALSE,FALSE,TRUE,FALSE,0,22,20191021,36
2782-LFZVW,Female,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Mailed check,58.95,601.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,10,20201004,58.95
2786-GCDPI,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,104.95,5222.35,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,50,20170619,104.95
2788-CJQAQ,Male,0,No,No,1,One Line,0,No Internet Service,1,1 Year,Mailed check,19.45,270.2,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,14,20200614,19.45
2789-CZANW,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,2,2 Year,Bank transfer (automatic),110.3,6997.3,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,63,20160429,110.3
2789-HQBOU,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,80.35,253.8,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,3,20210506,80.35
2790-XUYMV,Male,0,No,Yes,2,Two or More Lines,2,Fiber Optic,1,1 Year,Credit card (automatic),85.45,6028.95,No,FALSE,FALSE,TRUE,FALSE,FALSE,2,71,20150925,85.45
